Wall time,Step,Value
1523884680.400693,5,0.1899999976158142
1523884682.22751,15,0.27000001072883606
1523884682.7566872,18,0.3700000047683716
1523884683.948569,24,0.6000000238418579
1523884686.49472,40,0.6899999976158142
1523884686.9262002,42,0.6600000262260437
1523884687.194413,44,0.6800000071525574
1523884687.3416169,45,0.6299999952316284
1523884687.613316,47,0.7599999904632568
1523884688.582229,53,0.7599999904632568
1523884688.724052,54,0.6399999856948853
1523884688.983876,56,0.7300000190734863
1523884690.268527,65,0.7699999809265137
1523884691.1799529,71,0.7200000286102295
1523884691.324926,72,0.8100000023841858
1523884691.4611928,73,0.800000011920929
1523884691.5942552,74,0.8299999833106995
1523884692.2165818,79,0.8199999928474426
1523884693.347368,87,0.7900000214576721
1523884694.3377228,94,0.8399999737739563
1523884695.5420291,102,0.8399999737739563
1523884695.936607,105,0.8500000238418579
1523884696.068259,106,0.8799999952316284
1523884697.09451,113,0.8700000047683716
1523884697.73942,118,0.8399999737739563
1523884698.839434,126,0.8700000047683716
1523884699.19505,129,0.8799999952316284
1523884699.316392,130,0.8999999761581421
1523884700.545012,139,0.8199999928474426
1523884700.891823,141,0.9200000166893005
1523884700.97809,142,0.8799999952316284
1523884701.875951,150,0.9399999976158142
1523884702.588324,155,0.8999999761581421
1523884702.909177,158,0.9200000166893005
1523884703.950725,167,0.8899999856948853
1523884704.046604,168,0.8700000047683716
1523884705.212806,177,0.8899999856948853
1523884705.3473039,178,0.8299999833106995
1523884706.058364,183,0.8600000143051147
1523884706.302855,185,0.9599999785423279
1523884706.418803,186,0.9100000262260437
1523884706.902338,190,0.9200000166893005
1523884707.949512,198,0.8600000143051147
1523884708.9994829,206,0.8999999761581421
1523884709.122889,207,0.8399999737739563
1523884709.2346911,208,0.9100000262260437
1523884709.857853,212,0.8500000238418579
1523884711.4194381,223,0.9100000262260437
1523884712.204086,229,0.949999988079071
1523884712.9675462,234,0.8999999761581421
1523884713.343084,237,0.9200000166893005
1523884714.852801,249,0.9399999976158142
1523884715.666498,255,0.8899999856948853
1523884716.498304,260,0.8700000047683716
1523884717.149994,263,0.8500000238418579
1523884717.642632,267,0.9100000262260437
1523884718.230732,271,0.8700000047683716
1523884718.482968,273,0.8600000143051147
1523884720.924715,292,0.9399999976158142
1523884721.525578,297,0.949999988079071
1523884721.6516411,298,0.8999999761581421
1523884722.39533,303,0.9300000071525574
1523884722.8458712,307,0.9300000071525574
1523884722.9672709,308,0.9100000262260437
1523884723.209915,310,0.9399999976158142
1523884724.759888,318,0.9200000166893005
1523884724.915228,319,0.9399999976158142
1523884725.7997398,325,0.9399999976158142
1523884725.9529028,326,0.8899999856948853
1523884726.08597,327,0.9399999976158142
1523884726.4597938,330,0.9599999785423279
1523884727.711037,339,0.949999988079071
1523884728.838646,347,0.9200000166893005
1523884731.113429,363,0.8899999856948853
1523884731.6066182,367,0.8999999761581421
1523884732.489234,373,0.8899999856948853
1523884733.027895,377,0.9300000071525574
1523884733.283488,379,0.8700000047683716
1523884735.19106,391,0.9399999976158142
1523884735.3204439,392,0.9200000166893005
1523884737.428163,408,0.9100000262260437
1523884739.283923,421,0.9200000166893005
1523884739.408159,422,0.9599999785423279
1523884739.644427,424,0.9200000166893005
1523884740.378189,430,0.9100000262260437
1523884741.6128168,439,0.9700000286102295
1523884741.9765608,441,0.9399999976158142
1523884742.093947,442,0.8899999856948853
1523884742.469223,445,0.8899999856948853
1523884743.3535511,451,0.9399999976158142
1523884744.458838,460,0.9399999976158142
1523884744.942911,463,0.949999988079071
1523884745.066437,464,0.9200000166893005
1523884746.2795122,473,0.9300000071525574
1523884746.4088168,474,0.9399999976158142
1523884748.391535,489,0.9399999976158142
1523884748.748518,491,0.9300000071525574
1523884748.996032,493,0.9399999976158142
1523884750.788855,507,0.9300000071525574
1523884751.523306,512,0.949999988079071
1523884751.7701728,514,0.9800000190734863
1523884752.140136,517,0.9300000071525574
1523884753.211371,525,0.9200000166893005
1523884754.067947,531,0.9800000190734863
1523884754.3063319,533,0.8999999761581421
1523884754.6513631,536,0.9399999976158142
1523884755.476424,542,0.9700000286102295
1523884756.068202,547,0.9100000262260437
1523884757.356422,557,0.9300000071525574
1523884757.588619,559,0.8999999761581421
1523884758.1877592,563,0.9599999785423279
1523884758.885758,569,0.9300000071525574
1523884759.465446,573,0.9599999785423279
1523884759.582317,574,0.8999999761581421
1523884760.1608598,579,0.8799999952316284
1523884760.511829,581,0.9300000071525574
1523884760.626386,582,0.9100000262260437
1523884760.8666801,584,0.9100000262260437
1523884761.103723,586,0.949999988079071
1523884761.21073,587,0.949999988079071
1523884761.9064598,592,0.9399999976158142
1523884762.02496,593,0.8500000238418579
1523884763.211325,602,0.9800000190734863
1523884763.932151,608,0.9100000262260437
1523884764.178619,610,0.9300000071525574
1523884764.878721,615,0.9399999976158142
1523884765.4752629,620,0.9300000071525574
1523884765.825082,622,0.9300000071525574
1523884767.3694441,634,0.949999988079071
1523884768.307231,641,0.9300000071525574
1523884768.424764,642,0.9200000166893005
1523884768.654043,644,0.949999988079071
1523884768.767282,645,0.949999988079071
1523884768.883032,646,0.8899999856948853
1523884768.994387,647,0.9800000190734863
1523884769.231167,649,0.8999999761581421
1523884769.6968331,652,0.9399999976158142
1523884770.163105,656,0.9599999785423279
1523884770.857652,661,0.949999988079071
1523884771.202802,664,0.9700000286102295
1523884771.678485,668,0.9100000262260437
1523884772.134939,671,0.9399999976158142
1523884772.2478578,672,0.9599999785423279
1523884772.484294,674,0.9300000071525574
1523884772.5949938,675,0.9800000190734863
1523884772.979672,678,0.9800000190734863
1523884773.101527,679,0.9100000262260437
1523884773.5769038,682,0.949999988079071
1523884773.698451,683,0.9599999785423279
1523884774.3319309,688,0.9800000190734863
1523884774.4542909,689,0.9200000166893005
1523884775.436243,696,0.9800000190734863
1523884775.812789,699,0.9200000166893005
1523884776.4441879,703,0.9100000262260437
1523884776.843266,706,0.8999999761581421
1523884777.076149,708,0.9100000262260437
1523884777.3214478,710,0.9300000071525574
1523884778.1825159,714,0.9599999785423279
1523884778.7319438,718,0.9399999976158142
1523884779.2299361,721,0.9200000166893005
1523884779.366785,722,0.9599999785423279
1523884779.485483,723,0.9599999785423279
1523884780.3841338,730,0.8899999856948853
1523884781.281527,736,0.9599999785423279
1523884781.5438669,738,0.9399999976158142
1523884781.689808,739,0.949999988079071
1523884782.362721,743,0.9800000190734863
1523884782.880333,747,0.9599999785423279
1523884783.266793,750,0.8899999856948853
1523884783.517674,751,0.9700000286102295
1523884783.65051,752,0.9599999785423279
1523884783.9118001,754,0.9100000262260437
1523884784.170911,756,0.9700000286102295
1523884785.436896,765,0.9300000071525574
1523884785.559403,766,0.9599999785423279
1523884785.962039,769,0.949999988079071
1523884786.092164,770,0.9399999976158142
1523884786.347877,771,0.949999988079071
1523884786.592292,773,0.9599999785423279
1523884786.713321,774,0.9300000071525574
1523884787.4303858,780,0.9100000262260437
1523884788.034209,784,0.9900000095367432
1523884788.1589491,785,0.949999988079071
1523884788.403859,787,0.9700000286102295
1523884788.646029,789,0.949999988079071
1523884789.1377122,792,0.9300000071525574
1523884789.2663941,793,0.9399999976158142
1523884789.387454,794,0.9599999785423279
1523884789.519283,795,0.9800000190734863
1523884789.887887,798,0.949999988079071
1523884790.492057,802,0.9399999976158142
1523884791.099033,807,0.9599999785423279
1523884791.228392,808,0.9599999785423279
1523884791.356214,809,0.9300000071525574
1523884792.188072,815,0.9300000071525574
1523884793.033201,821,0.9300000071525574
1523884793.515676,825,0.9300000071525574
1523884793.881744,828,0.9599999785423279
1523884794.67359,832,0.9599999785423279
1523884795.214772,836,0.8899999856948853
1523884795.463734,838,0.949999988079071
1523884796.210561,843,0.9399999976158142
1523884796.601064,846,0.9700000286102295
1523884799.564972,867,0.9100000262260437
1523884799.816052,869,0.9399999976158142
1523884799.94329,870,0.9800000190734863
1523884800.566258,874,0.9399999976158142
1523884800.8014028,876,0.9599999785423279
1523884801.289852,880,0.9300000071525574
1523884801.663997,882,0.9399999976158142
